date,ticker,open,high,low,close,volume
1962-07-03,NYSE_O_001,1.0,1.01515,1.0,1.01515,0.0
1962-07-04,NYSE_O_001,1.01515,1.0303061895,1.01515,1.0303061895,0.0
1962-07-05,NYSE_O_001,1.0303061895,1.0303061895,1.0303061895,1.0303061895,0.0
1962-07-06,NYSE_O_001,1.0303061895,1.055558994204645,1.0303061895,1.055558994204645,0.0
1962-07-09,NYSE_O_001,1.055558994204645,1.088281323024989,1.055558994204645,1.088281323024989,0.0
1962-07-10,NYSE_O_001,1.088281323024989,1.0933418311770553,1.088281323024989,1.0933418311770553,0.0
1962-07-11,NYSE_O_001,1.0933418311770553,1.100929623485424,1.0933418311770553,1.100929623485424,0.0
1962-07-12,NYSE_O_001,1.100929623485424,1.1034617616194404,1.100929623485424,1.1034617616194404,0.0
1962-07-13,NYSE_O_001,1.1034617616194404,1.1034617616194404,1.0806863108596152,1.0806863108596152,0.0
1962-07-16,NYSE_O_001,1.0806863108596152,1.0958699535271927,1.0806863108596152,1.0958699535271927,0.0
1962-07-17,NYSE_O_001,1.0958699535271927,1.1009328727124885,1.0958699535271927,1.1009328727124885,0.0
1962-07-18,NYSE_O_001,1.1009328727124885,1.1085293095342046,1.1009328727124885,1.1085293095342046,0.0
1962-07-19,NYSE_O_001,1.1085293095342046,1.1211887142490853,1.1085293095342046,1.1211887142490853,0.0
1962-07-20,NYSE_O_001,1.1211887142490853,1.1211887142490853,1.1186548277548822,1.1186548277548822,0.0
1962-07-23,NYSE_O_001,1.1186548277548822,1.1186548277548822,1.093350855551067,1.093350855551067,0.0
1962-07-24,NYSE_O_001,1.093350855551067,1.1085374989346712,1.093350855551067,1.1085374989346712,0.0
1962-07-25,NYSE_O_001,1.1085374989346712,1.1161309808023738,1.1085374989346712,1.1161309808023738,0.0
1962-07-26,NYSE_O_001,1.1161309808023738,1.1262542887982512,1.1161309808023738,1.1262542887982512,0.0
1962-07-27,NYSE_O_001,1.1262542887982512,1.1895272547429367,1.1262542887982512,1.1895272547429367,0.0
1962-07-30,NYSE_O_001,1.1895272547429367,1.1895272547429367,1.1794043778050742,1.1794043778050742,0.0
1962-07-31,NYSE_O_001,1.1794043778050742,1.1794043778050742,1.1667493688312258,1.1667493688312258,0.0
1962-08-01,NYSE_O_001,1.1667493688312258,1.1667493688312258,1.1616856765704984,1.1616856765704984,0.0
1962-08-02,NYSE_O_001,1.1616856765704984,1.1642181513454222,1.1616856765704984,1.1642181513454222,0.0
1962-08-03,NYSE_O_001,1.1642181513454222,1.1642181513454222,1.154089453428717,1.154089453428717,0.0
1962-08-06,NYSE_O_001,1.154089453428717,1.154089453428717,1.123713819014473,1.123713819014473,0.0
1962-08-07,NYSE_O_001,1.123713819014473,1.123713819014473,1.123713819014473,1.123713819014473,0.0
1962-08-08,NYSE_O_001,1.123713819014473,1.123713819014473,1.1058917178449035,1.1058917178449035,0.0
1962-08-09,NYSE_O_001,1.1058917178449035,1.1058917178449035,1.0957506907922656,1.0957506907922656,0.0
1962-08-10,NYSE_O_001,1.0957506907922656,1.1058973421890022,1.0957506907922656,1.1058973421890022,0.0
1962-08-13,NYSE_O_001,1.1058973421890022,1.1363316370460435,1.1058973421890022,1.1363316370460435,0.0
1962-08-14,NYSE_O_001,1.1363316370460435,1.1566265200836858,1.1363316370460435,1.1566265200836858,0.0
1962-08-15,NYSE_O_001,1.1566265200836858,1.1566265200836858,1.1185850738381333,1.1185850738381333,0.0
1962-08-16,NYSE_O_001,1.1185850738381333,1.1312698285754577,1.1185850738381333,1.1312698285754577,0.0
1962-08-17,NYSE_O_001,1.1312698285754577,1.1338038729914668,1.1312698285754577,1.1338038729914668,0.0
1962-08-20,NYSE_O_001,1.1338038729914668,1.1338038729914668,1.123656328328193,1.123656328328193,0.0
1962-08-21,NYSE_O_001,1.123656328328193,1.1261957916302148,1.123656328328193,1.1261957916302148,0.0
1962-08-22,NYSE_O_001,1.1261957916302148,1.1261957916302148,1.0551778850100135,1.0551778850100135,0.0
1962-08-23,NYSE_O_001,1.0551778850100135,1.0551778850100135,0.99683709974781,0.99683709974781,0.0
1962-08-24,NYSE_O_001,0.99683709974781,1.0298124710074676,0.99683709974781,1.0298124710074676,0.0
1962-08-27,NYSE_O_001,1.0298124710074676,1.0298124710074676,1.0171251813646556,1.0171251813646556,0.0
1962-08-28,NYSE_O_001,1.0171251813646556,1.0171251813646556,1.012049726709646,1.012049726709646,0.0
1962-08-29,NYSE_O_001,1.012049726709646,1.012049726709646,1.0018988679507483,1.0018988679507483,0.0
1962-08-30,NYSE_O_001,1.0018988679507483,1.0044336720866636,1.0018988679507483,1.0044336720866636,0.0
